folder,filename_expected,title,year,doc_type,category,url,url_status,notes
01_OC_CCAR,Okanagan_College_CCAR_2025.pdf,Okanagan College Climate Change Accountability Report 2025,2025,CCAR,Climate-and-GHG-Reporting,https://www2.gov.bc.ca/assets/gov/environment/climate-change/cnar/2025/ps/okanagan_college_2025_ccar.pdf,VERIFIED,reporting period 1 Jan - 31 Dec 2025
02_BC_Provincial,BC_CleanBC_Roadmap_to_2030.pdf,CleanBC Roadmap to 2030,2021,Plan,Policy-and-Regulation,https://www2.gov.bc.ca/assets/gov/environment/climate-change/action/cleanbc/cleanbc_roadmap_2030.pdf,VERIFIED,"Released 25 Oct 2021. Still BC's operative 2030 plan, not superseded."
02_BC_Provincial,BC_CleanBC_Roadmap_Local_Government_Brochure.pdf,CleanBC Roadmap to 2030: Local Government brochure,2021,Brochure,Policy-and-Regulation,https://www2.gov.bc.ca/assets/gov/environment/climate-change/action/cleanbc/cleanbc_roadmap_local_govt_brochure.pdf,VERIFIED,A separate general-audience 2-pager exists at cleanbc_roadmap_brochure.pdf; confirm which copy is held.
02_BC_Provincial,BC_Energy_and_Zero_Carbon_Step_Code_Guidebook_v3.pdf,BC Energy Step Code and Zero Carbon Step Code: Best Practices Guide for Local Governments v3.0,2024,Guidebook,Policy-and-Regulation,https://www2.gov.bc.ca/assets/gov/farming-natural-resources-and-industry/construction-industry/building-codes-and-standards/step-code-resources/local-gov-resources/stepcodes_guidebook_v30.pdf,VERIFIED,SUPERSEDED. The Step Code resources page now links v3.2 at .../stepcodes_guidebook_v32.pdf. Record v3.2 as the live citation and v3.0 as the archived copy.
02_BC_Provincial,BC_Zero_Carbon_Step_Code_Bulletin.pdf,20%-Better Energy Efficiency and Zero Carbon Step Code bulletin,2023,Bulletin,Policy-and-Regulation,https://www2.gov.bc.ca/assets/gov/farming-natural-resources-and-industry/construction-industry/building-codes-and-standards/bulletins/20_better_ee__zcsc.pdf,VERIFIED,Dated 1 May 2023. Covers ZCSC levels EL-1 to EL-4.
03_Canada_Federal,CAN_2030_Emissions_Reduction_Plan_2022.pdf,2030 Emissions Reduction Plan: Canada's Next Steps for Clean Air and a Strong Economy,2022,Plan,Policy-and-Regulation,https://publications.gc.ca/collections/collection_2022/eccc/En4-460-2022-eng.pdf,LISTED,Cat. En4-460/2022E-PDF. URL read off catalogue record publications.gc.ca/site/eng/9.909338. Not fetched: publications.gc.ca serves an archived-notice interstitial. PDF replaced 2 Jun 2022 at ECCC request.
03_Canada_Federal,CAN_2030_ERP_Progress_Report_2025.pdf,2025 Progress Report on the 2030 Emissions Reduction Plan,2025,Progress report,Policy-and-Regulation,https://publications.gc.ca/collections/collection_2025/eccc/en4/En4-460-1-2025-eng.pdf,LISTED,"Cat. En4-460/1-2025E-PDF, iv+243 pp. Canada.ca issued 11 Mar 2026. Supersedes the 2023 progress report. Same interstitial prevented fetching."
03_Canada_Federal,CAN_2030_Enhanced_NDC_2021.pdf,Canada's 2021 Nationally Determined Contribution under the Paris Agreement,2021,NDC,Policy-and-Regulation,https://unfccc.int/sites/default/files/NDC/2022-06/Canada%27s%20Enhanced%20NDC%20Submission1_FINAL%20EN.pdf,VERIFIED,"Submitted 12 Jul 2021. 40-45% below 2005 by 2030. Superseded as latest NDC by the 2035 submission but remains the operative 2030 commitment. The UNFCCC registry index now surfaces only the 2035 entry, so keep this direct file URL."
03_Canada_Federal,CAN_Net-Zero_Emissions_Accountability_Act.pdf,Canadian Net-Zero Emissions Accountability Act (consolidated),2021,Statute,Policy-and-Regulation,https://laws-lois.justice.gc.ca/PDF/C-19.3.pdf,VERIFIED,"S.C. 2021 c.22, assented 29 Jun 2021, consolidation current to 17 Jun 2026. This URL always serves the newest consolidation, so the held copy will drift. Record the current-to date alongside it."
03_Canada_Federal,CAN_2035_Nationally_Determined_Contribution.pdf,Canada's 2035 Nationally Determined Contribution,2025,NDC,Policy-and-Regulation,https://unfccc.int/sites/default/files/2025-02/Canada%27s%202035%20Nationally%20Determined%20Contribution_ENc.pdf,VERIFIED,Submitted 11 Feb 2025. 45-50% below 2005 by 2035. This is the file still sitting in your Downloads awaiting a manual move into 03_Canada_Federal.
04_International,UN_Paris_Agreement_2015_Full_Text.pdf,"Paris Agreement, full text",2015,Treaty,Policy-and-Regulation,https://unfccc.int/files/meetings/paris_nov_2015/application/pdf/paris_agreement_english_.pdf,VERIFIED,"16 printed pages, matches the held copy. A longer 27-page UNFCCC edition exists at resource/english_paris_agreement.pdf; that is not the match."
04_International,UN_Paris_Agreement_COP21_Decision_1-CP21.pdf,"Decision 1/CP.21, Adoption of the Paris Agreement (FCCC/CP/2015/10/Add.1)",2015,Decision,Policy-and-Regulation,https://unfccc.int/sites/default/files/resource/parisagreement_publication.pdf,VERIFIED,"Typeset edition, ~60 pp, matches the held copy. The plain ODS version of the same symbol is at unfccc.int/resource/docs/2015/cop21/eng/10a01.pdf (~36 pp) if the shorter typeset is what is held."
04_International,UN_IPCC_AR6_Synthesis_Report_SPM_2023.pdf,IPCC AR6 Synthesis Report: Summary for Policymakers,2023,Assessment,Policy-and-Regulation,https://www.ipcc.ch/report/ar6/syr/downloads/report/IPCC_AR6_SYR_SPM.pdf,LISTED,"Published standalone, so the held copy matches a real source file. Not fetched: www.ipcc.ch is blocked from the research tooling and the download page builds links in JavaScript. Landing page confirmed at ipcc.ch/report/ar6/syr/."
04_International,UN_IPCC_AR6_WG1_SPM_2021.pdf,IPCC AR6 Working Group I: Summary for Policymakers,2021,Assessment,Policy-and-Regulation,https://www.ipcc.ch/report/ar6/wg1/downloads/report/IPCC_AR6_WGI_SPM.pdf,LISTED,"The ~32 pp held copy matches this SPM extract, not the longer cover-wrapped IPCC_AR6_WGI_SPM_Stand_Alone.pdf. Same ipcc.ch fetch block."
05_City_Plans/Kelowna,,Climate Resilient Kelowna Strategy,2024,Strategy,Climate-Risk-and-Resilience,https://www.kelowna.ca/sites/files/1/docs/related/attachment_1_climate_resilient_kelowna_strategy_23sept24.pdf,VERIFIED,"Sept 2024. 40% below 2007 by 2030, net-zero 2050; 10 drivers, 27 strategies, 153 actions. Supersedes the 2018-2023 Community Climate Action Plan, whose old URL now redirects here."
05_City_Plans/Kelowna,,Corporate Strategic Energy Management Plan,2023,Plan,Climate-Risk-and-Resilience,https://www.kelowna.ca/sites/files/1/docs/community/city_of_kelowna_corporate_semp_final_report_0.pdf,VERIFIED,"TITLE CORRECTION: Kelowna calls it Corporate STRATEGIC Energy Management Plan, not Sustainable. Final report Jan 2023, 47 pp. Targets 40% corporate GHG below 2007 by 2030 and 20% EUI cut below 2012."
05_City_Plans/Vernon,,Climate Action Plan,2021,Plan,Climate-Risk-and-Resilience,https://www.vernon.ca/sites/default/files/docs/Sustainability/Climate-Action/210408_cap_full_final.pdf,VERIFIED,"April 2021. FLAG: Vernon opened a CAP review in early 2026, so this may be superseded soon."
05_City_Plans/Vernon,,Greenhouse Gas Emissions: Modelling and Reduction Targets Report,2020,Study,Climate-Risk-and-Resilience,https://www.vernon.ca/sites/default/files/docs/Sustainability/Climate-Action/20_02_12_modelling_actions_targets_report.pdf,VERIFIED,"Feb 2020. 2017 baseline 309,407 tCO2e; transport 63%, natural gas 26%, waste 7%. ORPHANED URL: no longer linked from Vernon's climate page, found only by search. The mirror is the only reliable access."
05_City_Plans/Vernon,,Local Government Climate Action Program report,2024,Statutory report,Climate-Risk-and-Resilience,https://www.vernon.ca/sites/default/files/docs/Sustainability/Climate-Action/LGCAP2024-final-report.pdf,VERIFIED,"AMBIGUOUS: this is the Jul 2024 submission reporting calendar 2023. A newer file reporting calendar 2024 sits at vernon.ca/sites/default/files/2025-09/LGCAP 2024 Annual Survey Report - Final Submission.pdf. Check which year your copy reports. BC does not publish individual municipal submissions, only the aggregate summary."
05_City_Plans/Penticton,,Community Climate Action Plan,2021,Plan,Climate-Risk-and-Resilience,https://www.penticton.ca/sites/default/files/docs/our-community/environment/2021%20Community%20Climate%20Action%20Plan.pdf,VERIFIED,"Oct 2021, appendices A-G. Prepared with Community Energy Association, part-funded by FortisBC and Emotive."
05_City_Plans/Penticton,,Corporate Climate Action Plan,2011,Plan,Climate-Risk-and-Resilience,https://www.penticton.ca/sites/default/files/docs/our-community/environment/Corporate%20Climate%20Action%20Plan.pdf,VERIFIED,"Jan 2011, Stantec, under the South Okanagan Similkameen Climate Action Planning Project. Functionally superseded by the 2022 Corporate Energy and Emissions Plan. RISK: the URL carries no year, so a future corporate plan could silently overwrite it."
05_City_Plans/Penticton,,Corporate Energy and Emissions Plan,2022,Plan,Climate-Risk-and-Resilience,https://www.penticton.ca/sites/default/files/docs/our-community/environment/2022-05-17-PDF-2022%20Corporate%20Energy%20and%20Emissions%20Plan_0.pdf,VERIFIED,"May 2022, ~95 pp. Targets 30% corporate GHG cut by 2025 and 45% by 2030 against a 2009 baseline. Not linked from penticton.ca/climate-action."
05_City_Plans/Salmon-Arm,,Climate Action Report,2020,Statutory report,Climate-Risk-and-Resilience,https://www.salmonarm.ca/DocumentCenter/View/3259/City-of-Salmon-Arm---2020-climate-action-report,VERIFIED,"Submitted 5 May 2021. UNLISTED: not linked from the current climate page, reachable only by DocumentCenter ID. The mirror is the only reliable access."
05_City_Plans/Salmon-Arm,,Climate Projections Technical Memorandum,2025,Study,Climate-Risk-and-Resilience,https://www.salmonarm.ca/DocumentCenter/View/6909/Climate-Projections-Memo,VERIFIED,"Dated 11 Apr 2025, prepared for the Salmon Arm Climate Resiliency Plan. VERSIONED URL: a copy captured before Apr 2025 is an earlier revision, and further revisions are likely at this same ID."
05_City_Plans/Salmon-Arm,,GHG Emissions Modelling Technical Memorandum,2025,Study,Climate-Risk-and-Resilience,https://www.salmonarm.ca/DocumentCenter/View/6910/Green-House-Gas-Emmission-Modeling-Report,VERIFIED,"Issued 24 Oct 2025, previous issue 31 Jul 2025. VERSIONED URL: a copy captured before 24 Oct 2025 is an earlier revision. Companion docs at the same source: Hazard Risk and Vulnerability Analysis (View/6911), Results Summary (View/6912)."
